image_id,x,y,width,height
500,277.22418212890625,221.62413024902344,51.971923828125,364.2230224609375
500,594.7879638671875,272.4118347167969,51.25146484375,202.84130859375
500,131.4431915283203,243.7935791015625,38.0245361328125,285.68475341796875
500,719.8973388671875,115.13385009765625,38.5523681640625,474.6954345703125
500,198.84219360351562,365.3199462890625,46.497589111328125,194.6302490234375
500,16.294401168823242,206.2838592529297,46.67344665527344,473.930908203125
500,515.9898071289062,188.84707641601562,47.7156982421875,283.71630859375
500,662.522216796875,118.97900390625,66.1690673828125,379.233154296875
500,93.59368896484375,263.4166564941406,29.64990234375,278.7347106933594
500,456.0628662109375,164.49305725097656,42.83221435546875,394.0494384765625
500,339.7002868652344,199.15504455566406,44.0155029296875,425.73248291015625
501,510.4793701171875,269.6722412109375,46.5416259765625,169.67816162109375
501,202.26803588867188,336.4091796875,51.13165283203125,158.5596923828125
501,97.27137756347656,266.9143981933594,55.045928955078125,196.28900146484375
501,692.8820190429688,210.52389526367188,38.8465576171875,186.06060791015625
501,362.9853515625,282.4183654785156,53.19384765625,187.6827392578125
501,563.5927734375,238.4145050048828,37.6705322265625,217.36094665527344
501,620.4011840820312,321.31085205078125,40.20703125,103.95745849609375
501,305.1266174316406,254.37489318847656,41.6829833984375,256.77093505859375
503,111.06385803222656,188.66448974609375,48.40338134765625,288.86175537109375
503,638.8778686523438,280.52642822265625,48.99658203125,266.32989501953125
503,496.7479553222656,308.7713317871094,46.701507568359375,174.73455810546875
503,251.17784118652344,191.39137268066406,58.39918518066406,313.9239501953125
503,45.507896423339844,154.3358917236328,48.63639831542969,370.22625732421875
503,365.1756591796875,322.5843200683594,40.26995849609375,204.45059204101562
503,439.1511535644531,228.66012573242188,32.45391845703125,375.2998352050781
503,291.96075439453125,154.75567626953125,52.35076904296875,443.19488525390625
503,692.2359008789062,216.27621459960938,46.9324951171875,408.9461975097656
503,193.4309844970703,303.2090148925781,36.319793701171875,194.8553466796875
504,444.9244079589844,186.0032958984375,36.16839599609375,435.070068359375
504,207.60333251953125,203.25933837890625,51.403594970703125,459.77020263671875
504,556.3309326171875,205.54713439941406,36.529296875,416.576416015625
504,733.371826171875,-8.144439697265625,59.275634765625,655.4356689453125
504,674.8682250976562,288.5724182128906,43.33837890625,391.8433532714844
504,90.71859741210938,258.376220703125,40.528045654296875,348.62713623046875
504,144.43231201171875,286.7062683105469,43.99139404296875,340.1841125488281
504,4.278963088989258,189.02407836914062,36.77685546875,530.4476318359375
504,281.22186279296875,181.53692626953125,38.59979248046875,629.475341796875
504,496.79119873046875,476.56890869140625,46.0794677734375,94.1466064453125
504,338.9384765625,488.4049987792969,65.11865234375,92.60836791992188
504,620.0653686523438,134.09811401367188,31.308349609375,594.82275390625
505,673.7815551757812,107.06538391113281,36.82958984375,244.00303649902344
505,329.58648681640625,181.8144073486328,48.42352294921875,203.98313903808594
505,106.54247283935547,242.41128540039062,64.51371002197266,200.73992919921875
505,398.07537841796875,239.3298797607422,44.16845703125,120.39152526855469
505,203.990234375,252.84719848632812,45.85552978515625,147.1595458984375
505,276.16424560546875,189.85569763183594,50.507080078125,230.5965118408203
505,517.8536376953125,97.79103088378906,58.4339599609375,370.26434326171875
505,487.44000244140625,162.72598266601562,29.26849365234375,243.7679443359375
505,19.89425277709961,98.87333679199219,45.474369049072266,428.7198486328125
506,449.4300537109375,307.68084716796875,50.29669189453125,135.6243896484375
506,153.08473205566406,336.0567321777344,40.31915283203125,106.15582275390625
506,570.7974243164062,302.75396728515625,29.6099853515625,103.9610595703125
506,264.4148864746094,326.6704406738281,29.3231201171875,128.5859375
506,138.96214294433594,320.5069580078125,72.63177490234375,278.35711669921875
506,312.43157958984375,340.2528381347656,31.79376220703125,91.298828125
507,147.98843383789062,269.10498046875,61.518768310546875,308.26202392578125
507,255.71556091308594,373.4047546386719,62.41950988769531,184.77127075195312
507,370.7662353515625,296.2391357421875,51.8546142578125,233.338134765625
507,493.0158996582031,341.9622802734375,51.039398193359375,196.78375244140625
507,607.1636352539062,233.89614868164062,50.1629638671875,328.8648376464844
508,361.2716979980469,277.1450500488281,39.7164306640625,191.1011962890625
508,508.77703857421875,290.7087097167969,40.177001953125,154.06488037109375
508,225.25794982910156,282.0076904296875,32.76676940917969,226.27606201171875
508,623.96337890625,259.6865539550781,65.0438232421875,202.24542236328125
508,421.4728088378906,191.29136657714844,44.450439453125,350.667236328125
508,162.9656524658203,193.1313018798828,31.32623291015625,336.7064208984375
509,563.439208984375,308.1153259277344,44.9388427734375,208.67483520507812
509,160.46421813964844,271.2475891113281,43.452850341796875,200.27227783203125
509,286.8453063964844,253.0963897705078,40.0682373046875,280.789306640625
509,318.4350280761719,197.3440399169922,41.90533447265625,423.9808349609375
509,643.4700927734375,184.7364959716797,71.60205078125,392.5478515625
509,378.3973693847656,341.6820068359375,44.62957763671875,142.248046875
509,228.61317443847656,301.8211669921875,48.35771179199219,232.4625244140625
509,76.2736587524414,212.9803924560547,64.43828582763672,410.9185791015625
509,443.37994384765625,212.63858032226562,51.066650390625,330.4733581542969
509,123.12876892089844,270.34332275390625,44.601837158203125,184.61663818359375
510,468.8594665527344,180.10064697265625,51.405914306640625,550.2872924804688
510,701.4494018554688,267.8274841308594,58.956787109375,468.8824768066406
510,302.2404479980469,103.78924560546875,59.37078857421875,473.96929931640625
510,604.3974609375,399.12213134765625,76.17578125,306.0721435546875
510,114.11065673828125,62.99772644042969,57.29437255859375,501.522216796875
510,382.2561340332031,385.35406494140625,53.2706298828125,95.640869140625
510,22.39075469970703,52.978302001953125,58.79552459716797,444.72369384765625
510,543.5148315429688,128.1380615234375,51.4288330078125,660.3540649414062
510,604.772216796875,426.0833740234375,65.017822265625,93.5067138671875
510,206.66403198242188,-11.868499755859375,28.201080322265625,666.9798583984375
510,287.105224609375,105.67445373535156,37.1622314453125,446.81817626953125
510,375.31280517578125,363.6192626953125,79.4970703125,282.23309326171875
510,475.0548400878906,375.1128234863281,27.4715576171875,304.5538024902344
511,476.78704833984375,139.67674255371094,67.3074951171875,411.92431640625
511,389.8573303222656,276.9472351074219,60.70037841796875,266.2522277832031
511,109.224609375,211.29815673828125,90.243896484375,269.333251953125
511,634.2283325195312,105.22076416015625,64.5428466796875,447.9246826171875
511,267.1058044433594,164.85328674316406,60.69366455078125,308.36749267578125
511,71.57435607910156,98.51481628417969,59.85508728027344,506.3343505859375
511,317.0990295410156,86.50881958007812,49.46502685546875,567.292724609375
511,561.6177368164062,389.985107421875,45.0599365234375,67.52789306640625
511,483.1631164550781,264.3526611328125,30.984405517578125,249.84588623046875
512,480.3774108886719,233.0851593017578,50.831878662109375,400.607177734375
512,293.3013000488281,279.2917785644531,39.1226806640625,277.1834411621094
512,197.11135864257812,221.70895385742188,40.196990966796875,284.4158935546875
512,211.68991088867188,227.40577697753906,67.14056396484375,297.462890625
513,606.328369140625,274.6193542480469,33.9736328125,282.7324523925781
513,200.37167358398438,388.81146240234375,43.997222900390625,137.14422607421875
513,395.10235595703125,310.13427734375,31.64532470703125,205.107177734375
513,130.39743041992188,224.58810424804688,43.30035400390625,260.26019287109375
513,276.9403381347656,230.87353515625,44.400634765625,241.65521240234375
513,512.6284790039062,246.7960205078125,34.795166015625,241.0159912109375
513,636.4241333007812,240.9158935546875,48.5333251953125,318.09027099609375
513,450.8427734375,236.65379333496094,47.15771484375,309.437255859375
513,311.7666015625,239.83163452148438,46.69012451171875,309.7108459472656
514,37.69356918334961,294.9305725097656,50.841800689697266,224.53781127929688
514,680.0487060546875,288.9497985839844,52.1109619140625,187.5389404296875
514,307.0390625,295.9391174316406,47.5513916015625,233.03518676757812
514,103.68717193603516,300.76995849609375,54.012977600097656,197.81695556640625
514,516.8524780273438,311.14239501953125,25.50634765625,145.18646240234375
514,455.4738464355469,358.6091613769531,34.30560302734375,115.1146240234375
514,268.8228759765625,280.2248229980469,26.95147705078125,240.44717407226562
514,748.7119750976562,262.50433349609375,48.801025390625,299.72625732421875
514,609.4776611328125,356.4500427246094,46.6595458984375,136.06280517578125
515,459.07635498046875,302.2841796875,46.90435791015625,200.33197021484375
515,219.96559143066406,186.41810607910156,42.13575744628906,306.9371337890625
515,91.63447570800781,193.28900146484375,62.78997802734375,291.0943603515625
515,373.78936767578125,167.4156494140625,47.44781494140625,450.60693359375
515,703.3193359375,239.02200317382812,34.4862060546875,292.8720397949219
515,606.3565673828125,184.634521484375,27.3896484375,454.0186767578125
515,727.358642578125,166.05763244628906,54.298583984375,416.4256591796875
515,571.2896118164062,246.9907989501953,43.047119140625,356.78131103515625
515,261.5430908203125,139.97743225097656,43.880859375,466.58892822265625
515,399.94036865234375,179.1341094970703,47.5472412109375,445.9970703125
515,50.13771057128906,102.18499755859375,44.34590148925781,518.893798828125
